TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
923,354.62,
776,419.34,
1,0.0,X
870,411.86,
1,0.0,X
1,0.0,X
1,0.0,X
981,317.24,
464,298.86,
415,289.38,
