TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
143,111.2,
158,124.8,
258,161.4,
181,140.0,
201,154.6,
140,122.6,
265,170.4,
149,124.8,
164,115.4,
293,206.8,
