TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
158,122.0,
293,197.2,
453,275.8,
618,352.55,
781,433.52,
938,512.8333333333334,
1090,590.0,
1254,668.475,
1404,745.1111111111111,
1555,824.84,
