TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
165,8.25,
328,8.2,
486,8.1,
645,8.0625,
796,7.96,
961,8.008333333333333,
962,6.871428571428571,X
962,6.0125,X
962,5.344444444444444,X
962,4.81,X
