TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
165,3.5106382978723403,
166,1.7291666666666667,X
166,1.1857142857142857,X
166,0.8972972972972973,X
166,0.7312775330396476,X
166,0.6264150943396226,X
166,0.538961038961039,X
166,0.4742857142857143,X
166,0.4322916666666667,X
166,0.3933649289099526,X
166,0.36323851203501095,X
166,0.3401639344262295,X
166,0.3192307692307692,X
166,0.30127041742286753,X
166,0.282793867120954,X
166,0.266025641025641,X
166,0.254601226993865,X
166,0.2430453879941435,X
166,0.23512747875354106,X
166,0.226775956284153,X
166,0.21870882740447958,X
166,0.2120051085568327,X
166,0.2057001239157373,X
166,0.2,X
166,0.19324796274738068,X
166,0.18820861678004536,X
166,0.18423973362930077,X
166,0.17868675995694294,X
166,0.17309697601668406,X
166,0.1692150866462793,X
166,0.16500994035785288,X
166,0.16163583252190847,X
166,0.15839694656488548,X
166,0.15456238361266295,X
166,0.15077202543142598,X
166,0.1480820695807315,X
166,0.1452318460192476,X
166,0.1421232876712329,X
166,0.13984835720303285,X
166,0.1368507831821929,X
166,0.13419563459983833,X
166,0.13206046141607,X
166,0.12999216914643696,X
166,0.12798766383962992,X
166,0.125948406676783,X
166,0.12406576980568013,X
166,0.12196914033798678,X
166,0.11985559566787003,X
166,0.11798152096659559,X
166,0.11657303370786516,X
166,0.11503811503811504,X
166,0.1133879781420765,X
166,0.11216216216216217,X
166,0.11103678929765887,X
166,0.10957095709570958,X
166,0.10793237971391417,X
166,0.10695876288659793,X
166,0.10586734693877552,X
166,0.10453400503778337,X
166,0.10362047440699126,X
166,0.10246913580246914,X
166,0.10091185410334347,X
166,0.0996996996996997,X
166,0.09857482185273159,X
166,0.09724663151728179,X
166,0.09639953542392567,X
166,0.09529276693455797,X
166,0.09410430839002268,X
166,0.09310151430173864,X
166,0.09217101610216547,X
166,0.09095890410958904,X
166,0.08997289972899729,X
166,0.0890557939914163,X
166,0.0881104033970276,X
166,0.0873224618621778,X
166,0.08623376623376623,X
166,0.08552292632663576,X
166,0.08473711077080143,X
166,0.0839231547017189,X
166,0.0830415207603802,X
166,0.08217821782178218,X
166,0.08137254901960785,X
166,0.08062166100048568,X
166,0.08,X
166,0.07900999524036173,X
166,0.07819123881300047,X
166,0.07731718677224034,X
166,0.07678075855689177,X
166,0.07628676470588236,X
166,0.07562642369020502,X
166,0.07484220018034266,X
166,0.0742397137745975,X
166,0.07351638618246235,X
166,0.07267950963222417,X
166,0.07207989578810248,X
166,0.07152089616544594,X
166,0.07097050021376657,X
166,0.07030919102075392,X
166,0.06968933669185558,X
166,0.06899418121363259,X
