TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
162,32.4,
325,32.5,
485,32.333333333333336,
624,31.2,
776,31.04,
900,30.0,
1036,29.6,
1175,29.375,
1340,29.77777777777778,
1499,29.98,
1625,29.545454545454547,
1775,29.583333333333332,
1930,29.692307692307693,
2078,29.685714285714287,
2236,29.813333333333333,
2398,29.975,
2559,30.105882352941176,
2712,30.133333333333333,
2867,30.178947368421053,
3021,30.21,
3180,30.285714285714285,
3340,30.363636363636363,
3500,30.434782608695652,
3655,30.458333333333332,
3789,30.312,
3950,30.384615384615383,
4089,30.288888888888888,
4218,30.12857142857143,
4366,30.110344827586207,
4516,30.106666666666666,
4664,30.09032258064516,
4827,30.16875,
4988,30.23030303030303,
5148,30.28235294117647,
5309,30.337142857142858,
5447,30.261111111111113,
5612,30.335135135135136,
5771,30.373684210526317,
5928,30.4,
6042,30.21,
6188,30.185365853658535,
6339,30.185714285714287,
6501,30.23720930232558,
6656,30.254545454545454,
6816,30.293333333333333,
6978,30.339130434782607,
7134,30.357446808510637,
7299,30.4125,
7452,30.416326530612245,
7611,30.444,
7764,30.44705882352941,
7881,30.31153846153846,
8041,30.343396226415095,
8199,30.366666666666667,
8363,30.41090909090909,
8513,30.40357142857143,
8672,30.428070175438595,
8834,30.46206896551724,
8991,30.477966101694914,
9130,30.433333333333334,
9286,30.445901639344264,
9441,30.454838709677418,
9601,30.479365079365078,
9763,30.509375,
9923,30.532307692307693,
10084,30.55757575757576,
10244,30.579104477611942,
10387,30.55,
10549,30.576811594202898,
10709,30.597142857142856,
10873,30.628169014084506,
10991,30.530555555555555,
11155,30.561643835616437,
11320,30.594594594594593,
11483,30.621333333333332,
11646,30.647368421052633,
11805,30.662337662337663,
11946,30.630769230769232,
12087,30.6,
12246,30.615,
12404,30.627160493827162,
12535,30.573170731707318,
12692,30.583132530120483,
12850,30.595238095238095,
13004,30.59764705882353,
13155,30.593023255813954,
13292,30.55632183908046,
13456,30.581818181818182,
13621,30.608988764044945,
13781,30.624444444444446,
13945,30.64835164835165,
14109,30.671739130434784,
14256,30.65806451612903,
14257,30.33404255319149,X
14257,30.014736842105265,X
14257,29.702083333333334,X
14257,29.395876288659792,X
14257,29.155419222903884,X
14257,28.860323886639677,X
14257,28.571142284569138,X
