TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
350,241.2,
349,180.1,
263,180.4,
148,89.95,X
255,172.1,
275,166.7,
1,0.0,X
195,142.2,
313,163.9,
1,0.0,X
