TOTAL RUNTIME,AVG TIME PER CAR,CRASHED
164,128.8,
135,123.8,
155,136.6,
146,125.2,
153,126.8,
153,117.6,
159,129.2,
164,128.4,
155,133.0,
147,127.0,
